NTP,Acc-X,Acc-Y,Acc-Z,Roughness_Label,Curb_Label
2024-05-28 15:21:49.401,6.573383,6.4755764,4.956433,roughness_medium,
2024-05-28 15:21:49.501,6.113662,8.347661,7.503892,roughness_medium,
2024-05-28 15:21:49.600,6.3388863,8.525029,-0.9616156,roughness_medium,
2024-05-28 15:21:49.702,9.745667,8.917452,2.6389842,roughness_medium,
2024-05-28 15:21:49.800,5.5008,7.1578298,5.6171513,roughness_medium,
2024-05-28 15:21:49.900,5.7523456,7.1674013,3.0699914,roughness_medium,
2024-05-28 15:21:50.001,10.671989,11.71855,9.038289,roughness_medium,
2024-05-28 15:21:50.101,6.999604,6.4612193,5.3108697,roughness_medium,
2024-05-28 15:21:50.204,9.091828,5.922535,4.482355,roughness_medium,
2024-05-28 15:21:50.301,5.7690954,8.003095,0.5512465,roughness_medium,
2024-05-28 15:21:50.400,4.0645084,6.1788664,6.649056,roughness_medium,
2024-05-28 15:21:50.502,2.4101706,7.8089767,4.772186,roughness_medium,
2024-05-28 15:21:50.602,5.8432727,8.522636,6.4528446,roughness_medium,
2024-05-28 15:21:50.700,5.9174504,8.407481,2.993421,roughness_medium,
2024-05-28 15:21:50.801,7.6459656,7.416554,5.0545387,roughness_medium,
2024-05-28 15:21:50.902,10.358529,6.3774705,7.0345993,roughness_medium,
2024-05-28 15:21:51.000,3.0373893,9.62154,-0.96400845,roughness_medium,
2024-05-28 15:21:51.100,8.3784685,6.2865434,7.690532,roughness_medium,
2024-05-28 15:21:51.201,5.9413786,7.359126,3.237489,roughness_medium,
2024-05-28 15:21:51.302,8.246863,8.769096,8.0665045,roughness_medium,
2024-05-28 15:21:51.401,5.907879,7.03101,2.5408785,roughness_medium,
2024-05-28 15:21:51.501,6.046663,6.2602224,5.413761,roughness_medium,
2024-05-28 15:21:51.602,7.4712896,7.112366,0.7429714,roughness_medium,
2024-05-28 15:21:51.702,6.3125653,4.761418,3.0125637,roughness_medium,
2024-05-28 15:21:51.802,6.0825553,6.248258,3.6014972,roughness_medium,
2024-05-28 15:21:51.904,5.1272206,7.4141607,2.3108685,roughness_medium,
2024-05-28 15:21:52.001,7.732107,5.031807,3.0293136,roughness_medium,
2024-05-28 15:21:52.101,6.9613194,6.6885376,3.3140593,roughness_medium,
2024-05-28 15:21:52.202,5.124828,5.924928,2.0979073,roughness_medium,
2024-05-28 15:21:52.301,8.58455,7.8592257,4.532604,roughness_medium,
2024-05-28 15:21:52.402,3.0302107,6.2961144,3.7426736,roughness_medium,
2024-05-28 15:21:52.501,5.708976,4.0887356,5.521438,roughness_medium,
2024-05-28 15:21:52.601,3.9517467,5.4029937,-3.3894334,roughness_medium,
2024-05-28 15:21:52.702,5.1439705,5.4987063,6.591628,roughness_medium,
2024-05-28 15:21:52.800,6.8365936,8.129914,2.5097718,roughness_medium,
2024-05-28 15:21:52.900,7.5239315,5.127819,0.49381876,roughness_medium,
2024-05-28 15:21:53.001,5.3237314,6.638288,6.230013,roughness_medium,
2024-05-28 15:21:53.101,5.3763733,8.373981,4.441677,roughness_medium,
2024-05-28 15:21:53.200,25.934309,5.623432,7.273882,roughness_medium,
2024-05-28 15:21:53.302,-0.93679005,5.1589255,-4.1674,roughness_medium,
2024-05-28 15:21:53.400,6.4848485,5.8651075,5.835197,roughness_medium,
2024-05-28 15:21:53.500,6.396314,8.45803,1.0372887,roughness_medium,
2024-05-28 15:21:53.602,3.9924245,6.1884375,7.4416785,roughness_medium,
2024-05-28 15:21:53.701,3.8775692,7.5409803,3.71396,roughness_medium,
2024-05-28 15:21:53.800,7.238887,9.142676,6.1773705,roughness_medium,
2024-05-28 15:21:53.903,8.598907,7.0956163,3.752245,roughness_medium,
2024-05-28 15:21:54.000,6.218946,5.2259245,2.7179475,roughness_medium,
2024-05-28 15:21:54.101,3.3891342,6.413363,3.397808,roughness_medium,
2024-05-28 15:21:54.201,5.1753764,7.59123,4.1904306,roughness_medium,
2024-05-28 15:21:54.305,7.356135,7.3232336,4.1928234,roughness_medium,
2024-05-28 15:21:54.403,6.053841,7.670193,3.8814573,roughness_medium,
2024-05-28 15:21:54.501,8.988937,7.0286174,1.3007982,roughness_medium,
2024-05-28 15:21:54.601,7.1359954,5.245067,3.4337006,roughness_medium,
2024-05-28 15:21:54.700,5.124828,7.658229,4.5062833,roughness_medium,
2024-05-28 15:21:54.801,7.1934233,7.7874413,5.135895,roughness_medium,
2024-05-28 15:21:54.902,5.9724855,6.6239314,4.144967,roughness_medium,
2024-05-28 15:21:55.000,6.5757756,7.756335,3.4504502,roughness_medium,
2024-05-28 15:21:55.100,6.817451,5.879464,1.4515461,roughness_medium,
2024-05-28 15:21:55.200,4.875974,8.400303,6.3954167,roughness_medium,
2024-05-28 15:21:55.300,6.841379,8.182556,7.068099,roughness_medium,
2024-05-28 15:21:55.400,6.084948,7.2583284,3.764209,roughness_medium,
2024-05-28 15:21:55.501,-1.9758734,9.300603,10.910673,roughness_medium,
2024-05-28 15:21:55.600,7.090532,9.9015,5.768198,roughness_medium,
2024-05-28 15:21:55.700,7.39442,9.523135,5.7801623,roughness_medium,
2024-05-28 15:21:55.801,4.9214377,8.771489,8.5067835,roughness_medium,
2024-05-28 15:21:55.901,4.43061,8.369196,2.7945178,roughness_medium,
2024-05-28 15:21:56.003,6.6308107,5.695217,4.343571,roughness_medium,
2024-05-28 15:21:56.102,8.215756,6.1788664,0.91525465,roughness_medium,
2024-05-28 15:21:56.200,7.545467,5.4819565,2.6102705,roughness_medium,
2024-05-28 15:21:56.303,10.162019,11.615659,6.6394844,roughness_medium,
2024-05-28 15:21:56.400,2.972783,4.256233,-0.39182472,roughness_medium,
2024-05-28 15:21:56.500,4.2894335,6.834799,5.0066824,roughness_medium,
2024-05-28 15:21:56.601,6.4585276,7.8113694,2.3204398,roughness_medium,
2024-05-28 15:21:56.702,8.687442,6.4588265,4.956433,roughness_medium,
2024-05-28 15:21:56.803,7.732107,10.246366,6.055337,roughness_medium,
2024-05-28 15:21:56.902,5.6132627,4.744668,2.5911279,roughness_medium,
2024-05-28 15:21:57.000,5.948557,6.41097,4.590331,roughness_medium,
2024-05-28 15:21:57.101,6.4944196,5.4029937,1.1186446,roughness_medium,
2024-05-28 15:21:57.202,6.5518475,7.3232336,4.4392843,roughness_medium,
2024-05-28 15:21:57.303,3.81057,6.8204417,4.334,roughness_medium,
2024-05-28 15:21:57.402,-1.1811571,0.05712864,-5.556134,roughness_medium,
2024-05-28 15:21:57.500,-3.4507494,4.802096,2.4236302,roughness_medium,
2024-05-28 15:21:57.601,4.7395835,5.912964,2.7897322,roughness_medium,
2024-05-28 15:21:57.703,8.91476,7.165008,4.7027936,roughness_medium,
2024-05-28 15:21:57.802,5.962914,4.962415,0.16360925,roughness_medium,
2024-05-28 15:21:57.900,3.9230328,5.8914285,4.374678,roughness_medium,
2024-05-28 15:21:58.001,5.6060843,8.330911,3.0317063,roughness_medium,
2024-05-28 15:21:58.101,9.0798645,6.0158553,4.997111,roughness_medium,
2024-05-28 15:21:58.202,5.151149,7.411768,0.58713883,roughness_medium,
2024-05-28 15:21:58.301,5.5390854,8.216056,5.8184476,roughness_medium,
2024-05-28 15:21:58.401,5.6467624,9.700503,4.302893,roughness_medium,
2024-05-28 15:21:58.502,3.7076788,5.6760745,2.1816561,roughness_medium,
2024-05-28 15:21:58.600,6.9708905,8.295019,3.048456,roughness_medium,
2024-05-28 15:21:58.700,7.3226357,8.139485,5.528617,roughness_medium,
2024-05-28 15:21:58.803,6.7241306,8.98475,5.873482,roughness_medium,
2024-05-28 15:21:58.901,4.5191445,6.6358953,3.7498522,roughness_medium,
2024-05-28 15:21:59.000,5.802595,6.9209404,6.7902327,roughness_medium,
2024-05-28 15:21:59.100,5.177769,8.340483,3.17049,roughness_medium,
2024-05-28 15:21:59.200,4.808975,6.0541406,6.091229,roughness_medium,
2024-05-28 15:21:59.300,2.2447667,6.4037914,2.4236302,roughness_medium,
2024-05-28 15:21:59.401,5.3069816,5.862715,2.1242282,roughness_medium,
2024-05-28 15:21:59.502,6.0418773,5.8411794,4.228716,roughness_medium,
2024-05-28 15:21:59.600,9.783953,7.7419777,0.6134599,roughness_medium,
2024-05-28 15:21:59.701,4.78744,6.166603,4.118646,roughness_medium,
2024-05-28 15:21:59.800,6.0753765,7.698907,1.3414762,roughness_medium,
2024-05-28 15:21:59.901,7.2580295,4.354339,6.3427744,roughness_medium,
2024-05-28 15:22:00.000,4.313362,6.9855466,0.94636136,roughness_medium,
2024-05-28 15:22:00.101,4.456931,5.886643,-0.15014961,roughness_medium,
2024-05-28 15:22:00.203,7.195816,8.855238,2.4714868,roughness_medium,
2024-05-28 15:22:00.300,5.29741,7.3782687,4.467998,roughness_medium,
2024-05-28 15:22:00.401,6.0083776,6.856334,2.7969105,roughness_medium,
2024-05-28 15:22:00.501,4.0331025,7.37109,1.4611173,roughness_medium,
2024-05-28 15:22:00.600,8.641978,6.832406,1.9519451,roughness_medium,
2024-05-28 15:22:00.700,8.4813595,5.5274205,3.7594235,roughness_medium,
2024-05-28 15:22:00.801,9.099008,7.4213395,4.377071,roughness_medium,
2024-05-28 15:22:00.900,9.1974125,7.4644103,2.0644078,roughness_medium,
2024-05-28 15:22:01.001,8.3784685,11.445768,7.8987074,roughness_medium,
2024-05-28 15:22:01.100,1.0621141,8.740383,5.231907,roughness_medium,
2024-05-28 15:22:01.200,4.840082,6.3511496,2.018944,roughness_medium,
2024-05-28 15:22:01.301,7.45454,5.4556355,3.5967116,roughness_medium,
2024-05-28 15:22:01.402,5.828916,8.948559,7.37438,roughness_medium,
2024-05-28 15:22:01.502,6.1040907,9.597611,6.3451676,roughness_medium,
2024-05-28 15:22:01.602,4.6725845,6.19083,2.5552354,roughness_medium,
2024-05-28 15:22:01.700,4.3037906,7.3830543,5.1071806,roughness_medium,
2024-05-28 15:22:01.801,3.8751762,6.075676,2.315654,roughness_medium,
2024-05-28 15:22:01.900,7.3513494,6.032605,3.953242,roughness_medium,
2024-05-28 15:22:02.001,5.151149,7.943274,5.49751,roughness_medium,
2024-05-28 15:22:02.101,4.964509,7.832905,4.305286,roughness_medium,
2024-05-28 15:22:02.201,6.870392,8.082058,4.7506504,roughness_medium,
2024-05-28 15:22:02.301,7.047461,6.604789,5.188836,roughness_medium,
2024-05-28 15:22:02.403,6.053841,7.5792656,5.432904,roughness_medium,
2024-05-28 15:22:02.501,3.5856447,6.4923263,3.0867412,roughness_medium,
2024-05-28 15:22:02.601,3.9373896,6.463612,2.5648067,roughness_medium,
2024-05-28 15:22:02.700,7.3776703,7.5433736,5.6123657,roughness_medium,
2024-05-28 15:22:02.800,9.434301,5.814858,0.73818576,roughness_medium,
2024-05-28 15:22:02.900,6.2524457,6.6000032,5.085645,roughness_medium,
2024-05-28 15:22:03.002,7.0953174,6.5928245,2.184049,roughness_medium,
2024-05-28 15:22:03.101,5.261518,5.695217,3.2590244,roughness_medium,
2024-05-28 15:22:03.202,5.4314084,6.061319,-0.92572325,roughness_medium,
2024-05-28 15:22:03.301,7.5813594,8.266305,6.160621,roughness_medium,
2024-05-28 15:22:03.400,5.979664,7.3232336,5.1119666,roughness_medium,
2024-05-28 15:22:03.501,5.2686963,7.6390862,5.521438,roughness_medium,
2024-05-28 15:22:03.602,6.276374,7.0405817,2.289333,roughness_medium,
2024-05-28 15:22:03.700,7.0043902,7.5936227,5.160122,roughness_medium,
2024-05-28 15:22:03.801,7.5239315,9.020642,8.609974,roughness_medium,
2024-05-28 15:22:03.902,5.1825547,5.671289,4.0516467,roughness_medium,
2024-05-28 15:22:04.002,6.8656063,8.297412,6.079265,roughness_medium,
2024-05-28 15:22:04.101,3.011068,9.207282,5.72752,roughness_medium,
2024-05-28 15:22:04.201,4.301398,5.9297137,4.592724,roughness_medium,
2024-05-28 15:22:04.300,4.531109,7.9217386,2.6796622,roughness_medium,
2024-05-28 15:22:04.402,7.20778,7.7300134,9.1414795,roughness_medium,
2024-05-28 15:22:04.501,5.055436,8.1179495,5.643472,roughness_medium,
2024-05-28 15:22:04.602,5.5223355,7.2583284,4.137789,roughness_medium,
2024-05-28 15:22:04.700,3.3460634,7.2726855,5.3132625,roughness_medium,
2024-05-28 15:22:04.800,3.5353954,9.647861,6.98435,roughness_medium,
2024-05-28 15:22:04.900,5.7137613,7.725228,3.5273197,roughness_medium,
2024-05-28 15:22:05.004,3.676572,7.0166535,5.8280187,roughness_medium,
2024-05-28 15:22:05.100,1.9600209,9.379565,3.4073794,roughness_medium,
2024-05-28 15:22:05.201,7.6052876,3.8970108,4.066004,roughness_medium,
2024-05-28 15:22:05.302,9.463016,5.300102,1.3175479,roughness_medium,
2024-05-28 15:22:05.403,5.244768,6.399006,4.7195435,roughness_medium,
2024-05-28 15:22:05.500,3.353242,4.2538404,0.44117668,roughness_medium,
2024-05-28 15:22:05.601,3.9302113,7.6606216,3.438486,roughness_medium,
2024-05-28 15:22:05.701,1.0477573,3.7510486,3.0005996,roughness_medium,
2024-05-28 15:22:05.801,6.563812,8.89113,2.1649063,roughness_medium,
2024-05-28 15:22:05.901,6.901499,6.6717877,3.2542388,roughness_medium,
2024-05-28 15:22:06.002,7.0785675,9.338887,7.1398835,roughness_medium,
2024-05-28 15:22:06.100,10.870893,6.734001,6.3164535,roughness_medium,
2024-05-28 15:22:06.200,8.682656,7.9624166,6.328418,roughness_medium,
2024-05-28 15:22:06.301,8.007581,8.261519,0.084346995,roughness_medium,
2024-05-28 15:22:06.401,3.9158542,6.2721863,8.095218,roughness_medium,
2024-05-28 15:22:06.500,7.1862445,6.693323,-1.7470596,roughness_medium,
2024-05-28 15:22:06.601,6.7313094,7.289435,8.336893,roughness_medium,
2024-05-28 15:22:06.701,2.9560332,5.548956,6.0433726,roughness_medium,
2024-05-28 15:22:06.802,8.5220375,6.7965136,1.1593226,roughness_medium,
2024-05-28 15:22:06.900,7.7871423,7.9217386,6.361917,roughness_medium,
2024-05-28 15:22:07.001,5.488836,5.0533423,3.1369905,roughness_medium,
2024-05-28 15:22:07.100,4.1793637,7.806584,4.173681,roughness_medium,
2024-05-28 15:22:07.202,6.7791657,6.456434,1.9495523,roughness_medium,
2024-05-28 15:22:07.300,3.5904303,5.788537,2.4212375,roughness_medium,
2024-05-28 15:22:07.401,3.743571,6.370292,3.345166,roughness_medium,
2024-05-28 15:22:07.500,7.7440715,8.855238,5.6267223,roughness_medium,
2024-05-28 15:22:07.600,4.9716873,6.5282183,4.226323,roughness_medium,
2024-05-28 15:22:07.702,6.290731,5.0030932,0.56560344,roughness_medium,
2024-05-28 15:22:07.802,4.7395835,7.8376904,8.391928,roughness_medium,
2024-05-28 15:22:07.900,5.098507,7.6869426,2.1026928,roughness_medium,
2024-05-28 15:22:08.000,7.344171,7.605587,3.3667014,roughness_medium,
2024-05-28 15:22:08.102,7.655537,8.630313,4.4392843,roughness_medium,
2024-05-28 15:22:08.201,7.0283184,7.895417,1.4204394,roughness_medium,
2024-05-28 15:22:08.300,5.960521,7.359126,5.906982,roughness_medium,
2024-05-28 15:22:08.401,6.204589,4.7470613,-0.31046873,roughness_medium,
2024-05-28 15:22:08.503,5.649155,8.895916,6.2515483,roughness_medium,
2024-05-28 15:22:08.600,8.876474,6.2697935,3.5560336,roughness_medium,
2024-05-28 15:22:08.701,6.870392,8.814561,8.846864,roughness_medium,
2024-05-28 15:22:08.802,4.9525447,6.7316084,1.5520446,roughness_medium,
2024-05-28 15:22:08.902,8.921938,4.7374897,4.5014977,roughness_medium,
2024-05-28 15:22:09.000,6.4441705,7.0788665,2.1218355,roughness_medium,
2024-05-28 15:22:09.101,6.1854467,5.1086764,3.8694932,roughness_medium,
2024-05-28 15:22:09.202,6.329315,4.282554,-0.46869412,roughness_medium,
2024-05-28 15:22:09.302,8.232507,7.0094748,3.9484565,roughness_medium,
2024-05-28 15:22:09.400,4.322933,7.25115,3.0173492,roughness_medium,
2024-05-28 15:22:09.500,4.8616176,5.103891,4.5278187,roughness_medium,
2024-05-28 15:22:09.603,3.4633117,9.097213,1.9998015,roughness_medium,
2024-05-28 15:22:09.702,3.798606,3.9834516,1.5951154,roughness_medium,
2024-05-28 15:22:09.800,5.4577293,6.3511496,-0.6553343,roughness_medium,
2024-05-28 15:22:09.902,7.6124663,7.8906317,8.339286,roughness_medium,
2024-05-28 15:22:10.000,4.8448677,7.5792656,4.322036,roughness_medium,
2024-05-28 15:22:10.100,5.196912,5.4843497,1.8275183,roughness_medium,
2024-05-28 15:22:10.203,3.3149567,8.577671,6.972386,roughness_medium,
2024-05-28 15:22:10.301,5.7379885,5.7526445,2.4332016,roughness_medium,
2024-05-28 15:22:10.400,5.139185,6.5162544,5.811269,roughness_medium,
2024-05-28 15:22:10.501,5.31416,6.370292,3.251846,roughness_medium,
2024-05-28 15:22:10.601,6.1710896,6.348757,4.3722854,roughness_medium,
2024-05-28 15:22:10.704,5.716154,4.7279186,1.7697915,roughness_medium,
2024-05-28 15:22:10.803,4.909474,5.2737813,-0.22432712,roughness_medium,
2024-05-28 15:22:10.900,5.912665,4.3040895,1.654936,roughness_medium,
2024-05-28 15:22:11.002,7.140781,5.7598233,3.3212378,roughness_medium,
2024-05-28 15:22:11.101,7.2843504,8.251948,-0.18604197,roughness_medium,
2024-05-28 15:22:11.201,9.082257,2.120639,1.2529417,roughness_medium,
2024-05-28 15:22:11.302,6.262017,8.7164545,6.1654067,roughness_medium,
2024-05-28 15:22:11.400,4.895117,5.8340006,1.3247265,roughness_medium,
2024-05-28 15:22:11.500,5.2160544,5.9081783,2.3446672,roughness_medium,
2024-05-28 15:22:11.603,6.800701,7.509874,4.4129634,roughness_medium,
2024-05-28 15:22:11.703,7.3011003,5.548956,-0.08554341,roughness_medium,
2024-05-28 15:22:11.802,7.7129645,6.142675,6.9101725,roughness_medium,
2024-05-28 15:22:11.900,4.8975096,8.685348,4.1760736,roughness_medium,
2024-05-28 15:22:12.000,3.8368912,7.1267233,2.478665,roughness_medium,
2024-05-28 15:22:12.102,7.2293153,6.034998,7.2882385,roughness_medium,
2024-05-28 15:22:12.200,5.2399826,6.265008,0.02213361,roughness_medium,
2024-05-28 15:22:12.301,8.38804,8.757133,8.473284,roughness_medium,
2024-05-28 15:22:12.402,6.841379,7.5529447,2.167299,roughness_medium,
2024-05-28 15:22:12.502,8.088937,4.0384865,3.632604,roughness_medium,
2024-05-28 15:22:12.600,6.951748,4.641777,2.4284158,roughness_medium,
2024-05-28 15:22:12.701,5.31416,9.472886,7.810173,roughness_medium,
2024-05-28 15:22:12.801,6.709774,5.9297137,0.8865408,roughness_medium,
2024-05-28 15:22:12.902,7.425826,7.4907312,5.1382875,roughness_medium,
2024-05-28 15:22:13.000,5.8863435,5.474778,1.5807585,roughness_medium,
2024-05-28 15:22:13.100,8.340183,9.135498,5.38744,roughness_medium,
2024-05-28 15:22:13.202,2.9799614,6.4875402,6.75434,roughness_medium,
2024-05-28 15:22:13.301,7.7703924,7.5266237,2.8471599,roughness_medium,
2024-05-28 15:22:13.401,7.65793,7.861918,7.228418,roughness_medium,
2024-05-28 15:22:13.502,4.3205404,6.198009,3.8192441,roughness_medium,
2024-05-28 15:22:13.602,3.3221352,7.952845,6.5030937,roughness_medium,
2024-05-28 15:22:13.700,5.6276197,7.3232336,2.167299,roughness_medium,
2024-05-28 15:22:13.801,7.3657064,6.451648,3.4890344,roughness_medium,
2024-05-28 15:22:13.902,7.684251,7.708478,2.9455647,roughness_medium,
2024-05-28 15:22:14.002,5.393123,6.0134625,5.997909,roughness_medium,
2024-05-28 15:22:14.101,5.8839507,7.8978105,3.1680973,roughness_medium,
2024-05-28 15:22:14.201,8.400003,5.9416776,5.3922257,roughness_medium,
2024-05-28 15:22:14.302,6.4178495,6.530611,3.4528432,roughness_medium,
2024-05-28 15:22:14.400,7.557431,6.01107,2.1744776,roughness_medium,
2024-05-28 15:22:14.501,5.515157,8.010273,4.765007,roughness_medium,
2024-05-28 15:22:14.601,5.962914,8.048558,2.414059,roughness_medium,
2024-05-28 15:22:14.700,3.9302113,10.141082,7.4249287,roughness_medium,
2024-05-28 15:22:14.800,7.9570327,6.281758,2.1529422,roughness_medium,
2024-05-28 15:22:14.903,6.8222365,8.371589,4.9899325,roughness_medium,
2024-05-28 15:22:15.002,6.1902323,6.9855466,4.41057,roughness_medium,
2024-05-28 15:22:15.102,5.0219364,3.8156548,2.7586255,roughness_medium,
2024-05-28 15:22:15.203,7.0115685,6.135496,2.8734808,roughness_medium,
2024-05-28 15:22:15.300,9.506086,7.902596,5.899803,roughness_medium,
2024-05-28 15:22:15.402,6.843772,7.062117,4.5278187,roughness_medium,
2024-05-28 15:22:15.501,5.1993046,5.872286,-0.016151553,roughness_medium,
2024-05-28 15:22:15.601,5.402694,4.9169517,3.6278183,roughness_medium,
2024-05-28 15:22:15.702,5.706583,6.913762,2.3060827,roughness_medium,
2024-05-28 15:22:15.801,5.476872,4.256233,0.37417763,roughness_medium,
2024-05-28 15:22:15.900,10.310673,6.980761,8.839685,roughness_medium,
2024-05-28 15:22:16.002,7.7823567,8.050951,2.521736,roughness_medium,
2024-05-28 15:22:16.102,8.129615,5.0102715,2.3949163,roughness_medium,
2024-05-28 15:22:16.200,5.2399826,7.181758,3.306881,roughness_medium,
2024-05-28 15:22:16.300,3.566502,5.0341997,1.8155541,roughness_medium,
2024-05-28 15:22:16.400,6.712167,7.6462646,4.336393,roughness_medium,
2024-05-28 15:22:16.503,4.622335,4.390231,3.6469607,roughness_medium,
2024-05-28 15:22:16.601,4.7922254,7.222436,2.2390838,roughness_medium,
2024-05-28 15:22:16.702,5.105685,5.987141,2.7035904,roughness_medium,
2024-05-28 15:22:16.802,8.203793,7.210472,4.616652,roughness_medium,
2024-05-28 15:22:16.905,10.039985,7.0764737,2.1505494,roughness_medium,
2024-05-28 15:22:17.001,5.3165526,6.7558355,4.5975094,roughness_medium,
2024-05-28 15:22:17.103,4.409075,8.936594,4.808078,roughness_medium,
2024-05-28 15:22:17.201,4.964509,6.7582283,1.8969102,roughness_medium,
2024-05-28 15:22:17.301,4.0235314,5.9560347,6.9006014,roughness_medium,
2024-05-28 15:22:17.404,5.2423754,7.6510506,2.7586255,roughness_medium,
2024-05-28 15:22:17.502,6.1160545,7.074081,6.8479595,roughness_medium,
2024-05-28 15:22:17.600,6.6020966,8.144271,4.812864,roughness_medium,
2024-05-28 15:22:17.701,4.976473,6.9759755,2.2319052,roughness_medium,
2024-05-28 15:22:17.801,6.1878395,5.845965,1.8394824,roughness_medium,
2024-05-28 15:22:17.900,6.4034925,6.899405,3.0149565,roughness_medium,
2024-05-28 15:22:18.000,8.29472,6.8204417,5.933303,roughness_medium,
2024-05-28 15:22:18.102,6.2691956,6.2195444,1.3630116,roughness_medium,
2024-05-28 15:22:18.202,6.4968123,5.209175,1.3917254,roughness_medium,
2024-05-28 15:22:18.300,4.71087,6.669395,2.8016963,roughness_medium,
2024-05-28 15:22:18.401,4.8616176,6.561718,5.1215377,roughness_medium,
2024-05-28 15:22:18.502,5.9724855,7.655836,3.656532,roughness_medium,
2024-05-28 15:22:18.601,4.8879385,7.986345,6.47438,roughness_medium,
2024-05-28 15:22:18.700,4.2559342,6.4851475,0.802792,roughness_medium,
2024-05-28 15:22:18.802,6.24766,7.0860453,4.456034,roughness_medium,
2024-05-28 15:22:18.900,2.9536405,5.568098,1.3366905,roughness_medium,
2024-05-28 15:22:19.003,3.8895333,7.0669026,3.249453,roughness_medium,
2024-05-28 15:22:19.101,5.831309,6.75105,7.5230346,roughness_medium,
2024-05-28 15:22:19.201,5.663512,8.429316,1.9854445,roughness_medium,
2024-05-28 15:22:19.302,8.342576,6.9113693,5.428118,roughness_medium,
2024-05-28 15:22:19.401,4.208078,8.86481,3.6780674,roughness_medium,
2024-05-28 15:22:19.502,4.966902,6.9352975,4.872684,roughness_medium,
2024-05-28 15:22:19.602,5.0793643,7.979166,4.4321055,roughness_medium,
2024-05-28 15:22:19.702,7.803892,5.139783,4.8248277,roughness_medium,
2024-05-28 15:22:19.800,4.976473,8.596813,4.3531427,roughness_medium,
2024-05-28 15:22:19.903,3.5976088,7.246364,5.389833,roughness_medium,
2024-05-28 15:22:20.001,6.5111694,8.498708,2.4595225,roughness_medium,
2024-05-28 15:22:20.103,8.428718,6.0900326,4.0154557,roughness_medium,
2024-05-28 15:22:20.200,4.916652,7.4644103,4.6836514,roughness_medium,
2024-05-28 15:22:20.300,0.70319074,5.400601,2.3949163,roughness_medium,
2024-05-28 15:22:20.400,9.396016,5.493921,1.5352948,roughness_medium,
2024-05-28 15:22:20.501,6.2261243,6.2315083,2.548057,roughness_medium,
2024-05-28 15:22:20.602,5.5390854,6.6239314,1.4898312,roughness_medium,
2024-05-28 15:22:20.703,6.3771715,6.8132634,3.3643086,roughness_medium,
2024-05-28 15:22:20.801,8.258827,7.0142603,7.027421,roughness_medium,
2024-05-28 15:22:20.901,6.3939214,7.708478,3.5727832,roughness_medium,
2024-05-28 15:22:21.002,5.692226,4.6178484,2.710769,roughness_medium,
2024-05-28 15:22:21.100,7.9908314,6.2123656,2.140978,roughness_medium,
2024-05-28 15:22:21.200,4.581358,6.70768,3.290131,roughness_medium,
2024-05-28 15:22:21.302,7.356135,6.265008,4.0301113,roughness_medium,
2024-05-28 15:22:21.401,3.525824,6.643074,2.6605196,roughness_medium,
2024-05-28 15:22:21.500,5.7403817,7.279864,4.424927,roughness_medium,
2024-05-28 15:22:21.601,7.4473615,5.788537,4.0202413,roughness_medium,
2024-05-28 15:22:21.700,5.922236,7.3567333,3.1369905,roughness_medium,
2024-05-28 15:22:21.802,5.960521,8.0150585,2.8280172,roughness_medium,
